,State Name,county Name,AQI,Date,Category,Defining Parameter,date_code,Week,max_aqi
18493,California,Inyo,71,2020-02-10,Moderate,PM10,202007,7,71
18500,California,Inyo,43,2020-02-17,Good,Ozone,202008,8,43
18508,California,Inyo,42,2020-02-25,Good,Ozone,202009,9,42
18512,California,Inyo,42,2020-02-29,Good,Ozone,202009,9,42
18513,California,Inyo,42,2020-03-01,Good,Ozone,202009,9,42
18514,California,Inyo,81,2020-03-02,Moderate,PM10,202010,10,81
18527,California,Inyo,46,2020-03-15,Good,Ozone,202011,11,46
18528,California,Inyo,44,2020-03-16,Good,Ozone,202012,12,44
18529,California,Inyo,44,2020-03-17,Good,Ozone,202012,12,44
18530,California,Inyo,44,2020-03-18,Good,Ozone,202012,12,44
18533,California,Inyo,44,2020-03-21,Good,Ozone,202012,12,44
18536,California,Inyo,46,2020-03-24,Good,Ozone,202013,13,46
18548,California,Inyo,60,2020-04-05,Moderate,PM10,202014,14,60
18552,California,Inyo,44,2020-04-09,Good,Ozone,202015,15,44
18553,California,Inyo,44,2020-04-10,Good,Ozone,202015,15,44
18556,California,Inyo,47,2020-04-13,Good,Ozone,202016,16,47
18566,California,Inyo,51,2020-04-23,Moderate,Ozone,202017,17,51
18576,California,Inyo,114,2020-05-03,Unhealthy for Sensitive Groups,PM10,202018,18,114
18582,California,Inyo,108,2020-05-09,Unhealthy for Sensitive Groups,Ozone,202019,19,108
18584,California,Inyo,74,2020-05-11,Moderate,Ozone,202020,20,74
18595,California,Inyo,67,2020-05-22,Moderate,Ozone,202021,21,67
18603,California,Inyo,80,2020-05-30,Moderate,Ozone,202022,22,80
18609,California,Inyo,67,2020-06-05,Moderate,Ozone,202023,23,67
18615,California,Inyo,97,2020-06-11,Moderate,Ozone,202024,24,97
18625,California,Inyo,87,2020-06-21,Moderate,Ozone,202025,25,87
18628,California,Inyo,84,2020-06-24,Moderate,Ozone,202026,26,84
18637,California,Inyo,100,2020-07-03,Moderate,Ozone,202027,27,100
18643,California,Inyo,105,2020-07-09,Unhealthy for Sensitive Groups,Ozone,202028,28,105
18648,California,Inyo,61,2020-07-14,Moderate,Ozone,202029,29,61
18655,California,Inyo,77,2020-07-21,Moderate,Ozone,202030,30,77
18666,California,Inyo,80,2020-08-01,Moderate,Ozone,202031,31,80
18673,California,Inyo,105,2020-08-08,Unhealthy for Sensitive Groups,Ozone,202032,32,105
18676,California,Inyo,74,2020-08-11,Moderate,Ozone,202033,33,74
18685,California,Inyo,157,2020-08-20,Unhealthy,PM2.5,202034,34,157
18692,California,Inyo,131,2020-08-27,Unhealthy for Sensitive Groups,PM2.5,202035,35,131
18702,California,Inyo,247,2020-09-06,Very Unhealthy,PM2.5,202036,36,247
18704,California,Inyo,684,2020-09-08,Hazardous,PM10,202037,37,684
18712,California,Inyo,420,2020-09-16,Hazardous,PM2.5,202038,38,420
18719,California,Inyo,311,2020-09-23,Hazardous,PM2.5,202039,39,311
18730,California,Inyo,173,2020-10-04,Unhealthy,PM2.5,202040,40,173
18731,California,Inyo,184,2020-10-05,Unhealthy,PM2.5,202041,41,184
18744,California,Inyo,239,2020-10-18,Very Unhealthy,PM2.5,202042,42,239
18745,California,Inyo,361,2020-10-19,Hazardous,PM2.5,202043,43,361
18752,California,Inyo,101,2020-10-26,Unhealthy for Sensitive Groups,PM10,202044,44,101
18760,California,Inyo,85,2020-11-03,Moderate,PM2.5,202045,45,85
18769,California,Inyo,75,2020-11-12,Moderate,PM2.5,202046,46,75
18774,California,Inyo,94,2020-11-17,Moderate,PM10,202047,47,94
18785,California,Inyo,81,2020-11-28,Moderate,PM2.5,202048,48,81
18791,California,Inyo,81,2020-12-04,Moderate,PM2.5,202049,49,81
18799,California,Inyo,116,2020-12-12,Unhealthy for Sensitive Groups,PM10,202050,50,116
18803,California,Inyo,114,2020-12-16,Unhealthy for Sensitive Groups,PM2.5,202051,51,114
18811,California,Inyo,98,2020-12-24,Moderate,PM2.5,202052,52,98
18817,California,Inyo,52,2020-12-30,Moderate,PM2.5,202053,53,52
18819,California,Kern,106,2020-01-01,Unhealthy for Sensitive Groups,PM2.5,202001,1,106
18825,California,Kern,73,2020-01-07,Moderate,PM2.5,202002,2,73
18837,California,Kern,80,2020-01-19,Moderate,PM2.5,202003,3,80
18838,California,Kern,88,2020-01-20,Moderate,PM2.5,202004,4,88
18850,California,Kern,93,2020-02-01,Moderate,PM2.5,202005,5,93
18857,California,Kern,74,2020-02-08,Moderate,PM2.5,202006,6,74
18864,California,Kern,90,2020-02-15,Moderate,PM2.5,202007,7,90
18870,California,Kern,80,2020-02-21,Moderate,PM2.5,202008,8,80
18873,California,Kern,63,2020-02-24,Moderate,PM2.5,202009,9,63
18877,California,Kern,63,2020-02-28,Moderate,PM2.5,202009,9,63
18883,California,Kern,64,2020-03-05,Moderate,Ozone,202010,10,64
18884,California,Kern,64,2020-03-06,Moderate,Ozone,202010,10,64
18890,California,Kern,60,2020-03-12,Moderate,PM2.5,202011,11,60
18900,California,Kern,44,2020-03-22,Good,Ozone,202012,12,44
18906,California,Kern,44,2020-03-28,Good,Ozone,202013,13,44
18907,California,Kern,44,2020-03-29,Good,Ozone,202013,13,44
18911,California,Kern,47,2020-04-02,Good,Ozone,202014,14,47
18912,California,Kern,47,2020-04-03,Good,Ozone,202014,14,47
18920,California,Kern,44,2020-04-11,Good,Ozone,202015,15,44
18924,California,Kern,64,2020-04-15,Moderate,Ozone,202016,16,64
18934,California,Kern,87,2020-04-25,Moderate,Ozone,202017,17,87
18938,California,Kern,115,2020-04-29,Unhealthy for Sensitive Groups,Ozone,202018,18,115
18947,California,Kern,156,2020-05-08,Unhealthy,Ozone,202019,19,156
18955,California,Kern,80,2020-05-16,Moderate,Ozone,202020,20,80
18963,California,Kern,87,2020-05-24,Moderate,Ozone,202021,21,87
18965,California,Kern,115,2020-05-26,Unhealthy for Sensitive Groups,Ozone,202022,22,115
18973,California,Kern,150,2020-06-03,Unhealthy for Sensitive Groups,Ozone,202023,23,150
18981,California,Kern,126,2020-06-11,Unhealthy for Sensitive Groups,Ozone,202024,24,126
18989,California,Kern,119,2020-06-19,Unhealthy for Sensitive Groups,Ozone,202025,25,119
18997,California,Kern,115,2020-06-27,Unhealthy for Sensitive Groups,Ozone,202026,26,115
19004,California,Kern,197,2020-07-04,Unhealthy,PM2.5,202027,27,197
19011,California,Kern,126,2020-07-11,Unhealthy for Sensitive Groups,Ozone,202028,28,126
19016,California,Kern,136,2020-07-16,Unhealthy for Sensitive Groups,Ozone,202029,29,136
19024,California,Kern,108,2020-07-24,Unhealthy for Sensitive Groups,Ozone,202030,30,108
19030,California,Kern,119,2020-07-30,Unhealthy for Sensitive Groups,Ozone,202031,31,119
19031,California,Kern,119,2020-07-31,Unhealthy for Sensitive Groups,Ozone,202031,31,119
19040,California,Kern,101,2020-08-09,Unhealthy for Sensitive Groups,Ozone,202032,32,101
19045,California,Kern,151,2020-08-14,Unhealthy,Ozone,202033,33,151
19053,California,Kern,210,2020-08-22,Very Unhealthy,PM2.5,202034,34,210
19055,California,Kern,159,2020-08-24,Unhealthy,Ozone,202035,35,159
19067,California,Kern,190,2020-09-05,Unhealthy,Ozone,202036,36,190
19070,California,Kern,267,2020-09-08,Very Unhealthy,PM10,202037,37,267
19078,California,Kern,172,2020-09-16,Unhealthy,Ozone,202038,38,172
19079,California,Kern,172,2020-09-17,Unhealthy,Ozone,202038,38,172
19086,California,Kern,155,2020-09-24,Unhealthy,PM2.5,202039,39,155
19095,California,Kern,165,2020-10-03,Unhealthy,PM2.5,202040,40,165
19096,California,Kern,165,2020-10-04,Unhealthy,PM2.5,202040,40,165
19097,California,Kern,157,2020-10-05,Unhealthy,PM2.5,202041,41,157
19106,California,Kern,129,2020-10-14,Unhealthy for Sensitive Groups,Ozone,202042,42,129
19111,California,Kern,136,2020-10-19,Unhealthy for Sensitive Groups,Ozone,202043,43,136
19118,California,Kern,112,2020-10-26,Unhealthy for Sensitive Groups,PM10,202044,44,112
19129,California,Kern,162,2020-11-06,Unhealthy,PM10,202045,45,162
19135,California,Kern,106,2020-11-12,Unhealthy for Sensitive Groups,PM2.5,202046,46,106
19145,California,Kern,134,2020-11-22,Unhealthy for Sensitive Groups,PM2.5,202047,47,134
19146,California,Kern,137,2020-11-23,Unhealthy for Sensitive Groups,PM2.5,202048,48,137
19155,California,Kern,130,2020-12-02,Unhealthy for Sensitive Groups,PM2.5,202049,49,130
19162,California,Kern,130,2020-12-09,Unhealthy for Sensitive Groups,PM2.5,202050,50,130
19173,California,Kern,123,2020-12-20,Unhealthy for Sensitive Groups,PM2.5,202051,51,123
19174,California,Kern,133,2020-12-21,Unhealthy for Sensitive Groups,PM2.5,202052,52,133
19184,California,Kern,102,2020-12-31,Unhealthy for Sensitive Groups,PM2.5,202053,53,102
19186,California,Kings,92,2020-01-02,Moderate,PM2.5,202001,1,92
19191,California,Kings,66,2020-01-07,Moderate,PM2.5,202002,2,66
19197,California,Kings,69,2020-01-13,Moderate,PM2.5,202003,3,69
19209,California,Kings,88,2020-01-25,Moderate,PM2.5,202004,4,88
19216,California,Kings,99,2020-02-01,Moderate,PM2.5,202005,5,99
19223,California,Kings,98,2020-02-08,Moderate,PM2.5,202006,6,98
19230,California,Kings,81,2020-02-15,Moderate,PM2.5,202007,7,81
19235,California,Kings,80,2020-02-20,Moderate,PM2.5,202008,8,80
19243,California,Kings,88,2020-02-28,Moderate,PM2.5,202009,9,88
19249,California,Kings,75,2020-03-05,Moderate,PM2.5,202010,10,75
19256,California,Kings,59,2020-03-12,Moderate,PM2.5,202011,11,59
19262,California,Kings,38,2020-03-18,Good,Ozone,202012,12,38
19272,California,Kings,40,2020-03-28,Good,Ozone,202013,13,40
19274,California,Kings,41,2020-03-30,Good,PM2.5,202014,14,41
19287,California,Kings,54,2020-04-12,Moderate,PM2.5,202015,15,54
19290,California,Kings,51,2020-04-15,Moderate,Ozone,202016,16,51
19299,California,Kings,58,2020-04-24,Moderate,Ozone,202017,17,58
19300,California,Kings,58,2020-04-25,Moderate,Ozone,202017,17,58
19306,California,Kings,67,2020-05-01,Moderate,Ozone,202018,18,67
19313,California,Kings,101,2020-05-08,Unhealthy for Sensitive Groups,Ozone,202019,19,101
19314,California,Kings,101,2020-05-09,Unhealthy for Sensitive Groups,Ozone,202019,19,101
19316,California,Kings,48,2020-05-11,Good,Ozone,202020,20,48
19328,California,Kings,51,2020-05-23,Moderate,Ozone,202021,21,51
19333,California,Kings,93,2020-05-28,Moderate,Ozone,202022,22,93
19340,California,Kings,108,2020-06-04,Unhealthy for Sensitive Groups,Ozone,202023,23,108
19347,California,Kings,93,2020-06-11,Moderate,Ozone,202024,24,93
19355,California,Kings,77,2020-06-19,Moderate,Ozone,202025,25,77
19363,California,Kings,93,2020-06-27,Moderate,Ozone,202026,26,93
19370,California,Kings,97,2020-07-04,Moderate,Ozone,202027,27,97
19372,California,Kings,110,2020-07-06,Unhealthy for Sensitive Groups,PM2.5,202028,28,110
19382,California,Kings,74,2020-07-16,Moderate,Ozone,202029,29,74
19384,California,Kings,74,2020-07-18,Moderate,Ozone,202029,29,74
19385,California,Kings,74,2020-07-19,Moderate,Ozone,202029,29,74
19386,California,Kings,61,2020-07-20,Moderate,Ozone,202030,30,61
19395,California,Kings,74,2020-07-29,Moderate,Ozone,202031,31,74
19396,California,Kings,74,2020-07-30,Moderate,Ozone,202031,31,74
19397,California,Kings,74,2020-07-31,Moderate,Ozone,202031,31,74
19406,California,Kings,64,2020-08-09,Moderate,Ozone,202032,32,64
19412,California,Kings,87,2020-08-15,Moderate,Ozone,202033,33,87
19419,California,Kings,198,2020-08-22,Unhealthy,PM2.5,202034,34,198
19421,California,Kings,178,2020-08-24,Unhealthy,PM2.5,202035,35,178
19433,California,Kings,147,2020-09-05,Unhealthy for Sensitive Groups,Ozone,202036,36,147
19436,California,Kings,543,2020-09-08,Hazardous,PM10,202037,37,543
19442,California,Kings,183,2020-09-14,Unhealthy,PM2.5,202038,38,183
19449,California,Kings,129,2020-09-21,Unhealthy for Sensitive Groups,PM2.5,202039,39,129
19461,California,Kings,171,2020-10-03,Unhealthy,PM2.5,202040,40,171
19463,California,Kings,141,2020-10-05,Unhealthy for Sensitive Groups,PM2.5,202041,41,141
19475,California,Kings,129,2020-10-17,Unhealthy for Sensitive Groups,Ozone,202042,42,129
19477,California,Kings,105,2020-10-19,Unhealthy for Sensitive Groups,Ozone,202043,43,105
19484,California,Kings,160,2020-10-26,Unhealthy,PM10,202044,44,160
19495,California,Kings,185,2020-11-06,Unhealthy,PM10,202045,45,185
19502,California,Kings,104,2020-11-13,Unhealthy for Sensitive Groups,PM2.5,202046,46,104
19510,California,Kings,110,2020-11-21,Unhealthy for Sensitive Groups,PM2.5,202047,47,110
19518,California,Kings,90,2020-11-29,Moderate,PM2.5,202048,48,90
19521,California,Kings,136,2020-12-02,Unhealthy for Sensitive Groups,PM2.5,202049,49,136
19528,California,Kings,135,2020-12-09,Unhealthy for Sensitive Groups,PM2.5,202050,50,135
19535,California,Kings,90,2020-12-16,Moderate,PM2.5,202051,51,90
19540,California,Kings,107,2020-12-21,Unhealthy for Sensitive Groups,PM2.5,202052,52,107
19550,California,Kings,74,2020-12-31,Moderate,PM2.5,202053,53,74
19774,California,Lake,180,2020-08-25,Unhealthy,PM2.5,202035,35,180
19780,California,Lake,157,2020-08-31,Unhealthy,PM2.5,202036,36,157
19810,California,Lake,166,2020-09-30,Unhealthy,PM2.5,202040,40,166
19905,California,Los Angeles,104,2020-01-04,Unhealthy for Sensitive Groups,PM2.5,202001,1,104
19912,California,Los Angeles,80,2020-01-11,Moderate,PM2.5,202002,2,80
19916,California,Los Angeles,124,2020-01-15,Unhealthy for Sensitive Groups,PM2.5,202003,3,124
19927,California,Los Angeles,130,2020-01-26,Unhealthy for Sensitive Groups,PM2.5,202004,4,130
19928,California,Los Angeles,77,2020-01-27,Moderate,PM2.5,202005,5,77
19940,California,Los Angeles,83,2020-02-08,Moderate,PM2.5,202006,6,83
19948,California,Los Angeles,77,2020-02-16,Moderate,Ozone,202007,7,77
19951,California,Los Angeles,83,2020-02-19,Moderate,PM2.5,202008,8,83
19960,California,Los Angeles,74,2020-02-28,Moderate,NO2,202009,9,74
19966,California,Los Angeles,72,2020-03-05,Moderate,PM2.5,202010,10,72
19970,California,Los Angeles,45,2020-03-09,Good,NO2,202011,11,45
19979,California,Los Angeles,48,2020-03-18,Good,NO2,202012,12,48
19989,California,Los Angeles,51,2020-03-28,Moderate,Ozone,202013,13,51
19990,California,Los Angeles,51,2020-03-29,Moderate,Ozone,202013,13,51
19992,California,Los Angeles,74,2020-03-31,Moderate,Ozone,202014,14,74
20000,California,Los Angeles,51,2020-04-08,Moderate,NO2,202015,15,51
20007,California,Los Angeles,74,2020-04-15,Moderate,Ozone,202016,16,74
20017,California,Los Angeles,182,2020-04-25,Unhealthy,Ozone,202017,17,182
20020,California,Los Angeles,185,2020-04-28,Unhealthy,Ozone,202018,18,185
20028,California,Los Angeles,206,2020-05-06,Very Unhealthy,Ozone,202019,19,206
20038,California,Los Angeles,140,2020-05-16,Unhealthy for Sensitive Groups,Ozone,202020,20,140
20046,California,Los Angeles,108,2020-05-24,Unhealthy for Sensitive Groups,Ozone,202021,21,108
20050,California,Los Angeles,161,2020-05-28,Unhealthy,Ozone,202022,22,161
20056,California,Los Angeles,129,2020-06-03,Unhealthy for Sensitive Groups,Ozone,202023,23,129
20064,California,Los Angeles,161,2020-06-11,Unhealthy,Ozone,202024,24,161
20068,California,Los Angeles,112,2020-06-15,Unhealthy for Sensitive Groups,Ozone,202025,25,112
20076,California,Los Angeles,159,2020-06-23,Unhealthy,Ozone,202026,26,159
20088,California,Los Angeles,225,2020-07-05,Very Unhealthy,PM2.5,202027,27,225
20093,California,Los Angeles,204,2020-07-10,Very Unhealthy,Ozone,202028,28,204
20100,California,Los Angeles,136,2020-07-17,Unhealthy for Sensitive Groups,Ozone,202029,29,136
20104,California,Los Angeles,143,2020-07-21,Unhealthy for Sensitive Groups,Ozone,202030,30,143
20109,California,Los Angeles,143,2020-07-26,Unhealthy for Sensitive Groups,Ozone,202030,30,143
20114,California,Los Angeles,187,2020-07-31,Unhealthy,Ozone,202031,31,187
20117,California,Los Angeles,200,2020-08-03,Unhealthy,Ozone,202032,32,200
20129,California,Los Angeles,220,2020-08-15,Very Unhealthy,Ozone,202033,33,220
20132,California,Los Angeles,222,2020-08-18,Very Unhealthy,Ozone,202034,34,222
20141,California,Los Angeles,129,2020-08-27,Unhealthy for Sensitive Groups,Ozone,202035,35,129
20150,California,Los Angeles,235,2020-09-05,Very Unhealthy,Ozone,202036,36,235
20156,California,Los Angeles,199,2020-09-11,Unhealthy,PM2.5,202037,37,199
20159,California,Los Angeles,197,2020-09-14,Unhealthy,Ozone,202038,38,197
20169,California,Los Angeles,201,2020-09-24,Very Unhealthy,Ozone,202039,39,201
20178,California,Los Angeles,210,2020-10-03,Very Unhealthy,Ozone,202040,40,210
20181,California,Los Angeles,159,2020-10-06,Unhealthy,Ozone,202041,41,159
20190,California,Los Angeles,185,2020-10-15,Unhealthy,Ozone,202042,42,185
20195,California,Los Angeles,129,2020-10-20,Unhealthy for Sensitive Groups,Ozone,202043,43,129
20202,California,Los Angeles,154,2020-10-27,Unhealthy,PM2.5,202044,44,154
20209,California,Los Angeles,114,2020-11-03,Unhealthy for Sensitive Groups,PM2.5,202045,45,114
20221,California,Los Angeles,85,2020-11-15,Moderate,PM2.5,202046,46,85
20228,California,Los Angeles,103,2020-11-22,Unhealthy for Sensitive Groups,PM2.5,202047,47,103
20229,California,Los Angeles,85,2020-11-23,Moderate,PM2.5,202048,48,85
20239,California,Los Angeles,109,2020-12-03,Unhealthy for Sensitive Groups,PM2.5,202049,49,109
20242,California,Los Angeles,109,2020-12-06,Unhealthy for Sensitive Groups,PM2.5,202049,49,109
20248,California,Los Angeles,96,2020-12-12,Moderate,PM2.5,202050,50,96
20254,California,Los Angeles,89,2020-12-18,Moderate,PM2.5,202051,51,89
20262,California,Los Angeles,116,2020-12-26,Unhealthy for Sensitive Groups,PM2.5,202052,52,116
20267,California,Los Angeles,120,2020-12-31,Unhealthy for Sensitive Groups,PM2.5,202053,53,120
20269,California,Madera,78,2020-01-02,Moderate,PM2.5,202001,1,78
20274,California,Madera,60,2020-01-07,Moderate,PM2.5,202002,2,60
20286,California,Madera,64,2020-01-19,Moderate,PM2.5,202003,3,64
20292,California,Madera,75,2020-01-25,Moderate,PM2.5,202004,4,75
20299,California,Madera,63,2020-02-01,Moderate,PM2.5,202005,5,63
20305,California,Madera,64,2020-02-07,Moderate,PM2.5,202006,6,64
20306,California,Madera,64,2020-02-08,Moderate,PM2.5,202006,6,64
20312,California,Madera,60,2020-02-14,Moderate,PM2.5,202007,7,60
20319,California,Madera,75,2020-02-21,Moderate,PM2.5,202008,8,75
20323,California,Madera,55,2020-02-25,Moderate,PM2.5,202009,9,55
20331,California,Madera,87,2020-03-04,Moderate,Ozone,202010,10,87
20339,California,Madera,46,2020-03-12,Good,Ozone,202011,11,46
20347,California,Madera,42,2020-03-20,Good,Ozone,202012,12,42
20356,California,Madera,44,2020-03-29,Good,Ozone,202013,13,44
20359,California,Madera,42,2020-04-01,Good,Ozone,202014,14,42
20369,California,Madera,41,2020-04-11,Good,Ozone,202015,15,41
20374,California,Madera,71,2020-04-16,Moderate,Ozone,202016,16,71
20382,California,Madera,61,2020-04-24,Moderate,Ozone,202017,17,61
20383,California,Madera,61,2020-04-25,Moderate,Ozone,202017,17,61
20386,California,Madera,77,2020-04-28,Moderate,Ozone,202018,18,77
20397,California,Madera,143,2020-05-09,Unhealthy for Sensitive Groups,Ozone,202019,19,143
20399,California,Madera,58,2020-05-11,Moderate,Ozone,202020,20,58
20411,California,Madera,64,2020-05-23,Moderate,Ozone,202021,21,64
20414,California,Madera,108,2020-05-26,Unhealthy for Sensitive Groups,Ozone,202022,22,108
20422,California,Madera,105,2020-06-03,Unhealthy for Sensitive Groups,Ozone,202023,23,105
20430,California,Madera,77,2020-06-11,Moderate,Ozone,202024,24,77
20438,California,Madera,97,2020-06-19,Moderate,Ozone,202025,25,97
20445,California,Madera,112,2020-06-26,Unhealthy for Sensitive Groups,Ozone,202026,26,112
20453,California,Madera,93,2020-07-04,Moderate,Ozone,202027,27,93
20460,California,Madera,101,2020-07-11,Unhealthy for Sensitive Groups,Ozone,202028,28,101
20464,California,Madera,90,2020-07-15,Moderate,Ozone,202029,29,90
20465,California,Madera,90,2020-07-16,Moderate,Ozone,202029,29,90
20469,California,Madera,74,2020-07-20,Moderate,Ozone,202030,30,74
20472,California,Madera,74,2020-07-23,Moderate,Ozone,202030,30,74
20479,California,Madera,93,2020-07-30,Moderate,Ozone,202031,31,93
20489,California,Madera,67,2020-08-09,Moderate,Ozone,202032,32,67
20494,California,Madera,108,2020-08-14,Unhealthy for Sensitive Groups,Ozone,202033,33,108
20502,California,Madera,194,2020-08-22,Unhealthy,PM2.5,202034,34,194
20504,California,Madera,174,2020-08-24,Unhealthy,PM2.5,202035,35,174
20517,California,Madera,174,2020-09-06,Unhealthy,Ozone,202036,36,174
20519,California,Madera,227,2020-09-08,Very Unhealthy,PM10,202037,37,227
20525,California,Madera,250,2020-09-14,Very Unhealthy,PM2.5,202038,38,250
20532,California,Madera,125,2020-09-21,Unhealthy for Sensitive Groups,PM2.5,202039,39,125
20544,California,Madera,169,2020-10-03,Unhealthy,Ozone,202040,40,169
20548,California,Madera,147,2020-10-07,Unhealthy for Sensitive Groups,Ozone,202041,41,147
20557,California,Madera,115,2020-10-16,Unhealthy for Sensitive Groups,Ozone,202042,42,115
20561,California,Madera,101,2020-10-20,Unhealthy for Sensitive Groups,Ozone,202043,43,101
20573,California,Madera,119,2020-11-01,Unhealthy for Sensitive Groups,PM2.5,202044,44,119
20574,California,Madera,114,2020-11-02,Unhealthy for Sensitive Groups,PM2.5,202045,45,114
20584,California,Madera,74,2020-11-12,Moderate,PM2.5,202046,46,74
20594,California,Madera,82,2020-11-22,Moderate,PM2.5,202047,47,82
20595,California,Madera,76,2020-11-23,Moderate,PM2.5,202048,48,76
20608,California,Madera,92,2020-12-06,Moderate,PM2.5,202049,49,92
20611,California,Madera,99,2020-12-09,Moderate,PM2.5,202050,50,99
20621,California,Madera,76,2020-12-19,Moderate,PM2.5,202051,51,76
20626,California,Madera,76,2020-12-24,Moderate,PM2.5,202052,52,76
20633,California,Madera,69,2020-12-31,Moderate,PM2.5,202053,53,69
20636,California,Marin,59,2020-01-03,Moderate,PM2.5,202001,1,59
20643,California,Marin,32,2020-01-10,Good,PM2.5,202002,2,32
20644,California,Marin,32,2020-01-11,Good,PM2.5,202002,2,32
20652,California,Marin,33,2020-01-19,Good,PM2.5,202003,3,33
20653,California,Marin,51,2020-01-20,Moderate,PM2.5,202004,4,51
20665,California,Marin,55,2020-02-01,Moderate,PM2.5,202005,5,55
20671,California,Marin,49,2020-02-07,Good,PM2.5,202006,6,49
20679,California,Marin,42,2020-02-15,Good,PM2.5,202007,7,42
20686,California,Marin,52,2020-02-22,Moderate,PM2.5,202008,8,52
20690,California,Marin,49,2020-02-26,Good,Ozone,202009,9,49
20697,California,Marin,42,2020-03-04,Good,PM2.5,202010,10,42
20706,California,Marin,47,2020-03-13,Good,PM2.5,202011,11,47
20715,California,Marin,38,2020-03-22,Good,Ozone,202012,12,38
20720,California,Marin,43,2020-03-27,Good,Ozone,202013,13,43
20729,California,Marin,34,2020-04-05,Good,Ozone,202014,14,34
20731,California,Marin,35,2020-04-07,Good,Ozone,202015,15,35
20738,California,Marin,44,2020-04-14,Good,Ozone,202016,16,44
20750,California,Marin,42,2020-04-26,Good,Ozone,202017,17,42
20754,California,Marin,39,2020-04-30,Good,Ozone,202018,18,39
20758,California,Marin,50,2020-05-04,Good,Ozone,202019,19,50
20765,California,Marin,38,2020-05-11,Good,Ozone,202020,20,38
20778,California,Marin,46,2020-05-24,Good,PM2.5,202021,21,46
20780,California,Marin,40,2020-05-26,Good,PM2.5,202022,22,40
20789,California,Marin,53,2020-06-04,Moderate,PM2.5,202023,23,53
20794,California,Marin,30,2020-06-09,Good,Ozone,202024,24,30
20803,California,Marin,36,2020-06-18,Good,Ozone,202025,25,36
20813,California,Marin,45,2020-06-28,Good,PM2.5,202026,26,45
20814,California,Marin,52,2020-06-29,Moderate,PM2.5,202027,27,52
20823,California,Marin,42,2020-07-08,Good,PM2.5,202028,28,42
20828,California,Marin,48,2020-07-13,Good,PM2.5,202029,29,48
20841,California,Marin,26,2020-07-26,Good,Ozone,202030,30,26
20844,California,Marin,23,2020-07-29,Good,Ozone,202031,31,23
20853,California,Marin,35,2020-08-07,Good,PM2.5,202032,32,35
20859,California,Marin,43,2020-08-13,Good,PM2.5,202033,33,43
20869,California,Marin,114,2020-08-23,Unhealthy for Sensitive Groups,PM2.5,202034,34,114
20873,California,Marin,77,2020-08-27,Moderate,PM2.5,202035,35,77
20883,California,Marin,80,2020-09-06,Moderate,Ozone,202036,36,80
20888,California,Marin,206,2020-09-11,Very Unhealthy,PM2.5,202037,37,206
20891,California,Marin,167,2020-09-14,Unhealthy,PM2.5,202038,38,167
20904,California,Marin,59,2020-09-27,Moderate,PM2.5,202039,39,59
20909,California,Marin,138,2020-10-02,Unhealthy for Sensitive Groups,PM2.5,202040,40,138
20914,California,Marin,79,2020-10-07,Moderate,PM2.5,202041,41,79
20922,California,Marin,51,2020-10-15,Moderate,PM2.5,202042,42,51
20928,California,Marin,45,2020-10-21,Good,PM2.5,202043,43,45
20938,California,Marin,67,2020-10-31,Moderate,Ozone,202044,44,67
20939,California,Marin,67,2020-11-01,Moderate,Ozone,202044,44,67
20940,California,Marin,58,2020-11-02,Moderate,PM2.5,202045,45,58
20950,California,Marin,32,2020-11-12,Good,Ozone,202046,46,32
20954,California,Marin,35,2020-11-16,Good,PM2.5,202047,47,35
20966,California,Marin,45,2020-11-28,Good,PM2.5,202048,48,45
20971,California,Marin,68,2020-12-03,Moderate,PM2.5,202049,49,68
20977,California,Marin,62,2020-12-09,Moderate,PM2.5,202050,50,62
20988,California,Marin,54,2020-12-20,Moderate,PM2.5,202051,51,54
20992,California,Marin,68,2020-12-24,Moderate,PM2.5,202052,52,68
20999,California,Marin,30,2020-12-31,Good,PM2.5,202053,53,30
21004,California,Mariposa,127,2020-01-05,Unhealthy for Sensitive Groups,PM2.5,202001,1,127
21010,California,Mariposa,56,2020-01-11,Moderate,PM2.5,202002,2,56
21013,California,Mariposa,52,2020-01-14,Moderate,PM2.5,202003,3,52
21024,California,Mariposa,59,2020-01-25,Moderate,PM2.5,202004,4,59
21025,California,Mariposa,59,2020-01-26,Moderate,PM2.5,202004,4,59
21029,California,Mariposa,51,2020-01-30,Moderate,PM10,202005,5,51
21035,California,Mariposa,149,2020-02-05,Unhealthy for Sensitive Groups,PM2.5,202006,6,149
21041,California,Mariposa,56,2020-02-11,Moderate,PM2.5,202007,7,56
21050,California,Mariposa,45,2020-02-20,Good,Ozone,202008,8,45
21058,California,Mariposa,44,2020-02-28,Good,Ozone,202009,9,44
21059,California,Mariposa,44,2020-02-29,Good,Ozone,202009,9,44
21065,California,Mariposa,54,2020-03-06,Moderate,Ozone,202010,10,54
21072,California,Mariposa,44,2020-03-13,Good,Ozone,202011,11,44
21075,California,Mariposa,46,2020-03-16,Good,Ozone,202012,12,46
21088,California,Mariposa,43,2020-03-29,Good,Ozone,202013,13,43
21092,California,Mariposa,47,2020-04-02,Good,Ozone,202014,14,47
21096,California,Mariposa,41,2020-04-06,Good,Ozone,202015,15,41
21100,California,Mariposa,41,2020-04-10,Good,Ozone,202015,15,41
21103,California,Mariposa,49,2020-04-13,Good,Ozone,202016,16,49
